current_binomial;current_name;source_current_name;current_authority;sp6;sp4;wcvp_matched_authors;wcvp_matched_name;wcvp_matched_plant_name_id;wcvp_matched_ipni_id;wcvp_matched_status;wcvp_match_similarity;wcvp_accepted_name;wcvp_accepted_binomial;wcvp_accepted_family;wcvp_accepted_authority;wcvp_accepted_plant_name_id;wcvp_accepted_powo_id;wcvp_accepted_ipni_id;wcvp_accepted_lifeform;garwood_name;garwood_synonyms;garwood_lifeform;zotz_name;census_plot;BCI;garwood_BCNM;liana_name;woody_forestgeo;forestgeo_habit;source_list;wcvp_matched_name_gbif_id;wcvp_matched_name_gbif_scientificName;wcvp_matched_name_gbif_matchtype;wcvp_matched_name_gbif_status;wcvp_matched_name_gbif_acceptedScientificName;wcvp_accepted_name_gbif_id;wcvp_accepted_name_gbif_scientificName;wcvp_accepted_name_gbif_matchtype;wcvp_accepted_name_gbif_status;wcvp_accepted_name_gbif_acceptedScientificName
Lonchocarpus luteomaculatus;Lonchocarpus luteomaculatus;ForestGeo;Pittier;lonclu;LON2;Pittier;Lonchocarpus luteomaculatus;2346238;143309-2;Accepted;1;Lonchocarpus luteomaculatus;Lonchocarpus luteomaculatus;Fabaceae;Pittier;2346238;143309-2;143309-2;tree;Lonchocarpus luteomaculatus;Lonchocarpus pentaphyllus sensu Croat (1978), in part;U;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2969181;Lonchocarpus luteomaculatus Pittier;EXACT;ACCEPTED;;2969181;Lonchocarpus luteomaculatus Pittier;EXACT;ACCEPTED;
Lonchocarpus velutinus;Lonchocarpus velutinus;ForestGeo;Benth. ex Seem.;loncve;;Benth.;Lonchocarpus velutinus;2344756;503128-1;Accepted;1;Lonchocarpus velutinus;Lonchocarpus velutinus;Fabaceae;Benth.;2344756;503128-1;503128-1;tree;Lonchocarpus velutinus;;T;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2969008;Lonchocarpus velutinus Benth.;EXACT;ACCEPTED;;2969008;Lonchocarpus velutinus Benth.;EXACT;ACCEPTED;
Lozania pittieri;Lozania pittieri;ForestGeo;(S.F. Blake) L.B. Sm.;lozapi;LOZP;(S.F.Blake) L.B.Sm.;Lozania pittieri;2348744;144138-2;Accepted;1;Lozania pittieri;Lozania pittieri;Lacistemataceae;(S.F.Blake) L.B.Sm.;2348744;144138-2;144138-2;shrub or tree;Lozania pittieri;;U;;bci50ha;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3075439;Lozania pittieri (S.F.Blake) L.B.Sm.;EXACT;ACCEPTED;;3075439;Lozania pittieri (S.F.Blake) L.B.Sm.;EXACT;ACCEPTED;
Ludovia integrifolia;Ludovia integrifolia;Zotz;(Woodson) Harling;;;(Woodson) Harling;Ludovia integrifolia;280556;144321-2;Accepted;1;Ludovia integrifolia;Ludovia integrifolia;Cyclanthaceae;(Woodson) Harling;280556;144321-2;144321-2;epiphyte;Ludovia integrifolia;;E;Ludovia integrifolia;;VRAI;FAUX;;FAUX;;Zotz;5327022;Ludovia integrifolia (Woodson) Harling;EXACT;ACCEPTED;;5327022;Ludovia integrifolia (Woodson) Harling;EXACT;ACCEPTED;
Ludwigia decurrens;Ludwigia decurrens;Garwood2009;Walter;;;Walter;Ludwigia decurrens;2493693;613333-1;Accepted;1;Ludwigia decurrens;Ludwigia decurrens;Onagraceae;Walter;2493693;613333-1;613333-1;annual;Ludwigia decurrens;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;5421002;Ludwigia decurrens Walter;EXACT;ACCEPTED;;5421002;Ludwigia decurrens Walter;EXACT;ACCEPTED;
Ludwigia dodecandra;Ludwigia dodecandra;Garwood2009;(DC) Zardini & P.H. Raven;;;(DC.) Zardini & P.H.Raven;Ludwigia dodecandra;2493666;279904-2;Accepted;1;Ludwigia dodecandra;Ludwigia dodecandra;Onagraceae;(DC.) Zardini & P.H.Raven;2493666;279904-2;279904-2;;Ludwigia dodecandra;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;5545340;Ludwigia dodecandra (DC.) Zardini & P.H.Raven;EXACT;ACCEPTED;;5545340;Ludwigia dodecandra (DC.) Zardini & P.H.Raven;EXACT;ACCEPTED;
Ludwigia helminthorrhiza;Ludwigia helminthorrhiza;Garwood2009;(Mart.) H.Hara;;;(Mart.) H.Hara;Ludwigia helminthorrhiza;2493659;144355-2;Accepted;1;Ludwigia helminthorrhiza;Ludwigia helminthorrhiza;Onagraceae;(Mart.) H.Hara;2493659;144355-2;144355-2;helophyte;Ludwigia helminthorrhiza;;Ha;;;VRAI;FAUX;;FAUX;;Garwood2009;5545304;Ludwigia helminthorrhiza (Mart.) H.Hara;EXACT;ACCEPTED;;5545304;Ludwigia helminthorrhiza (Mart.) H.Hara;EXACT;ACCEPTED;
Ludwigia leptocarpa;Ludwigia leptocarpa;Garwood2009;(Nutt.) H.Hara;;;(Nutt.) H.Hara;Ludwigia leptocarpa;2494048;144366-2;Accepted;1;Ludwigia leptocarpa;Ludwigia leptocarpa;Onagraceae;(Nutt.) H.Hara;2494048;144366-2;144366-2;helophyte;Ludwigia leptocarpa;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;5421007;Ludwigia leptocarpa (Nutt.) H.Hara;EXACT;ACCEPTED;;5421007;Ludwigia leptocarpa (Nutt.) H.Hara;EXACT;ACCEPTED;
Ludwigia octovalvis;Ludwigia octovalvis;Garwood2009;(Jacq.) P.H. Raven;;;(Jacq.) P.H.Raven;Ludwigia octovalvis;2494035;144385-2;Accepted;1;Ludwigia octovalvis;Ludwigia octovalvis;Onagraceae;(Jacq.) P.H.Raven;2494035;144385-2;144385-2;semiaquatic subshrub;Ludwigia octovalvis;;Ha;;;VRAI;FAUX;;FAUX;;Garwood2009;5420987;Ludwigia octovalvis (Jacq.) P.H.Raven;EXACT;ACCEPTED;;5420987;Ludwigia octovalvis (Jacq.) P.H.Raven;EXACT;ACCEPTED;
Ludwigia sedoides;Ludwigia sedoides;Garwood2009;(Bonpl.) H.Hara;;;(Bonpl.) H.Hara;Ludwigia sedioides;2494057;144425-2;Accepted;0.944;Ludwigia sedioides;Ludwigia sedioides;Onagraceae;(Bonpl.) H.Hara;2494057;144425-2;144425-2;hydrosubshrub;Ludwigia sedoides;;;;;FAUX;VRAI;;FAUX;;Garwood2009;5545123;Ludwigia sedioides (Bonpl.) H.Hara;EXACT;ACCEPTED;;5545123;Ludwigia sedioides (Bonpl.) H.Hara;EXACT;ACCEPTED;
Ludwigia torulosa;Ludwigia torulosa;Garwood2009;(Arn.) H. Hara;;;(Arn.) H.Hara;Ludwigia torulosa;2494108;144440-2;Accepted;1;Ludwigia torulosa;Ludwigia torulosa;Onagraceae;(Arn.) H.Hara;2494108;144440-2;144440-2;hydrosubshrub;Ludwigia torulosa;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;5545108;Ludwigia torulosa (Arn.) H.Hara;EXACT;ACCEPTED;;5545108;Ludwigia torulosa (Arn.) H.Hara;EXACT;ACCEPTED;
Luehea seemannii;Luehea seemannii;ForestGeo;Triana & Planch.;luehse;LUE1;Triana & Planch.;Luehea seemannii;2496835;834758-1;Accepted;1;Luehea seemannii;Luehea seemannii;Malvaceae;Triana & Planch.;2496835;834758-1;834758-1;tree;Luehea seemannii;;T;;bci50ha, bci10ha, bci25ha, P14, P11, Zetek, AVA, Drayton, Pearson, P10, P12, P13, P18, gigante2, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;7149790;Luehea seemannii Planch. & Triana;EXACT;ACCEPTED;;7149790;Luehea seemannii Planch. & Triana;EXACT;ACCEPTED;
Luehea speciosa;Luehea speciosa;ForestGeo;Willd.;luehsp;LUE2;Willd.;Luehea speciosa;2496860;834759-1;Accepted;1;Luehea speciosa;Luehea speciosa;Malvaceae;Willd.;2496860;834759-1;834759-1;tree;Luehea speciosa;Luehea alternifolia (Mill.) Mabb.;M;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;5406662;Luehea speciosa Willd.;EXACT;ACCEPTED;;5406662;Luehea speciosa Willd.;EXACT;ACCEPTED;
Lycaste powellii;Lycaste powellii;Zotz;Schltr.;;;Schltr.;Lycaste powellii;115811;308261-2;Accepted;1;Lycaste powellii;Lycaste powellii;Orchidaceae;Schltr.;115811;308261-2;308261-2;pseudobulbous epiphyte;Lycaste powellii;;E;Lycaste powellii;;VRAI;FAUX;;FAUX;;Zotz;5313360;Lycaste powellii Schltr.;EXACT;ACCEPTED;;5313360;Lycaste powellii Schltr.;EXACT;ACCEPTED;
Lycianthes maxonii;Lycianthes maxonii;ForestGeo;Standl.;lycima;LYCM;Standl.;Lycianthes maxonii;2499095;146563-2;Accepted;1;Lycianthes maxonii;Lycianthes maxonii;Solanaceae;Standl.;2499095;146563-2;146563-2;subshrub or shrub;Lycianthes maxonii;;S;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;7299566;Lycianthes maxonii Standl.;EXACT;ACCEPTED;;7299566;Lycianthes maxonii Standl.;EXACT;ACCEPTED;
Lycianthes synanthera;Lycianthes synanthera;ForestGeo;(Sendtn.) Bitter;lycisy;LYCS;(Sendtn.) Bitter;Lycianthes synanthera;2496206;146628-2;Accepted;1;Lycianthes synanthera;Lycianthes synanthera;Solanaceae;(Sendtn.) Bitter;2496206;146628-2;146628-2;scrambling shrub or tree;Lycianthes synanthera;;E;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3798770;Lycianthes synanthera (Sendtn.) Bitter;EXACT;ACCEPTED;;3798770;Lycianthes synanthera (Sendtn.) Bitter;EXACT;ACCEPTED;
Lycopodiella cernua;Lycopodiella cernua;Garwood2009;(L.) Pic. Serm.;;;(L.) Pic.Serm.;Lycopodiella cernua;3140805;1054587-2;Accepted;1;Lycopodiella cernua;Lycopodiella cernua;Lycopodiaceae;(L.) Pic.Serm.;3140805;1054587-2;1054587-2;perennial or subshrub;Lycopodiella cernua;Lycopodium cernuum L.;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;2688348;Lycopodiella cernua (L.) Pic.Serm.;EXACT;SYNONYM;Palhinhaea cernua (L.) Vasc. & Franco;2688348;Lycopodiella cernua (L.) Pic.Serm.;EXACT;SYNONYM;Palhinhaea cernua (L.) Vasc. & Franco
Lygodium radiatum;Lygodium radiatum;Garwood2009;Prantl;;;Prantl;Lygodium radiatum;3142954;17143340-1;Accepted;1;Lygodium radiatum;Lygodium radiatum;Schizaeaceae;Prantl;3142954;17143340-1;17143340-1;;Lygodium radiatum;;V;;;VRAI;FAUX;;FAUX;;Garwood2009;3744427;Lygodium radiatum Prantl;EXACT;ACCEPTED;;3744427;Lygodium radiatum Prantl;EXACT;ACCEPTED;
Lygodium venustum;Lygodium venustum;Garwood2009;Sw.;;;Sw.;Lygodium venustum;3142959;17143510-1;Accepted;1;Lygodium venustum;Lygodium venustum;Schizaeaceae;Sw.;3142959;17143510-1;17143510-1;;Lygodium venustum;;V;;;VRAI;FAUX;;FAUX;;Garwood2009;2650437;Lygodium venustum Sw.;EXACT;ACCEPTED;;2650437;Lygodium venustum Sw.;EXACT;ACCEPTED;
Mabea occidentalis;Mabea occidentalis;ForestGeo;Benth.;mabeoc;MABO;Benth.;Mabea occidentalis;116188;280157-2;Accepted;1;Mabea occidentalis;Mabea occidentalis;Euphorbiaceae;Benth.;116188;280157-2;280157-2;shrub or tree;Mabea occidentalis;;U;;gigante1, gigante2, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3071832;Mabea occidentalis Benth.;EXACT;ACCEPTED;;3071832;Mabea occidentalis Benth.;EXACT;ACCEPTED;
Machaerium darienense;Machaerium darienense;Garwood2009;Pittier;;;Pittier;Machaerium darienense;2365639;148496-2;Accepted;1;Machaerium darienense;Machaerium darienense;Fabaceae;Pittier;2365639;148496-2;148496-2;tree;Machaerium darienense;Machaerium arboreum (Jacq.) Vogel sensu Croat (1978);L;;;VRAI;FAUX;;FAUX;;Garwood2009;5355087;Machaerium darienense Pittier;EXACT;ACCEPTED;;5355087;Machaerium darienense Pittier;EXACT;ACCEPTED;
Machaerium floribundum;Machaerium floribundum;ForestGeo;Benth.;machfl;MACF;Benth.;Machaerium floribundum;2365628;148516-2;Accepted;1;Machaerium floribundum;Machaerium floribundum;Fabaceae;Benth.;2365628;148516-2;148516-2;scrambling shrub or tree;Machaerium floribundum var. floribundum;;L;;;VRAI;FAUX;Machaerium floribundum;VRAI;Climbing;Garwood2009;5354927;Machaerium floribundum Benth.;EXACT;ACCEPTED;;5354927;Machaerium floribundum Benth.;EXACT;ACCEPTED;
Machaerium isadelphum;Machaerium isadelphum;ForestGeo;(E.Mey.) Amshoff;machmi;MAC1;(E.Mey.) Amshoff;Machaerium isadelphum;2366350;148544-2;Accepted;1;Machaerium isadelphum;Machaerium isadelphum;Fabaceae;(E.Mey.) Amshoff;2366350;148544-2;148544-2;liana;Machaerium isadelphum;"Machaerium isadelphum (E.Mey.) Amshoff sensu Correa et al. (2004), in part; Machaerium longifolium Benth. (Dwyer 1965, Fl Pan); Machaerium marginatum Standl. (treated by Croat 1978 as synonym of M. microphyllum); NOT Machaerium isadelphum sensu Dwyer 1965 (Fl Pan)";L;;;VRAI;FAUX;Machaerium isadelphum;VRAI;Climbing;Garwood2009;7932857;Machaerium isadelphum (E.Mey.) Amshoff;EXACT;ACCEPTED;;7932857;Machaerium isadelphum (E.Mey.) Amshoff;EXACT;ACCEPTED;
Machaerium kegelii;Machaerium kegelii;ForestGeo;Meisn.;machke;MACK;Meisn.;Machaerium kegelii;2366353;505481-1;Accepted;1;Machaerium kegelii;Machaerium kegelii;Fabaceae;Meisn.;2366353;505481-1;505481-1;scrambling tree;Machaerium kegelii;;L;;;VRAI;FAUX;Machaerium kegelii;VRAI;Climbing;Garwood2009;5355165;Machaerium kegelii Meisn.;EXACT;ACCEPTED;;5355165;Machaerium kegelii Meisn.;EXACT;ACCEPTED;
Machaerium microphyllum;Machaerium microphyllum;Garwood2009;(E.Mey.) Standl.;;;(E.Mey.) Standl.;Machaerium microphyllum;2366384;148569-2;Synonym;1;Machaerium isadelphum;Machaerium isadelphum;Fabaceae;(E.Mey.) Amshoff;2366350;148544-2;148544-2;liana;Machaerium microphyllum;"Machaerium isadelphum (E.Mey.) Amshoff sensu Dwyer (1965, Fl Pan), probably in toto; Machaerium isadelphum (E.Mey.) Amshoff sensu Correa et al. (2004), in part; neither Machaerium isadelphum (E.Mey.) Amshoff, nor Machaerium marginatum Standl. are synonyms as in Croat (1978)";L;;;VRAI;FAUX;;VRAI;;Garwood2009;5354962;Machaerium microphyllum (E.Mey.) Standl.;EXACT;SYNONYM;Machaerium isadelphum (E.Mey.) Amshoff;7932857;Machaerium isadelphum (E.Mey.) Amshoff;EXACT;ACCEPTED;
Machaerium milleflorum;Machaerium milleflorum;ForestGeo;Pittier;machm2;MAC2;Pittier;Machaerium milleflorum;2366385;148570-2;Accepted;1;Machaerium milleflorum;Machaerium milleflorum;Fabaceae;Pittier;2366385;148570-2;148570-2;tree;Machaerium milleflorum;Machaerium milleflorum Pittier sensu Croat (1978), in part;L;;;VRAI;FAUX;Machaerium milleflorum;VRAI;Climbing;Garwood2009;5355082;Machaerium milleflorum Pittier;EXACT;ACCEPTED;;5355082;Machaerium milleflorum Pittier;EXACT;ACCEPTED;
Machaerium pittieri;Machaerium pittieri;ForestGeo;J.F. Macbr.;machar;MACA;J.F.Macbr.;Machaerium pittieri;2366475;148595-2;Accepted;1;Machaerium pittieri;Machaerium pittieri;Fabaceae;J.F.Macbr.;2366475;148595-2;148595-2;tree;;;;;;VRAI;;Machaerium pittieri;VRAI;Climbing;Lianas;5355161;Machaerium pittieri J.F.Macbr.;EXACT;ACCEPTED;;5355161;Machaerium pittieri J.F.Macbr.;EXACT;ACCEPTED;
Machaerium polyphyllum;Machaerium polyphyllum;Garwood2009;Benth.;;;(Poir.) Benth.;Machaerium polyphyllum;2932338;505555-1;Accepted;1;Machaerium polyphyllum;Machaerium polyphyllum;Fabaceae;(Poir.) Benth.;2932338;505555-1;505555-1;climber;Machaerium polyphyllum;Machaerium milleflorum Pittier sensu Croat (1978), in part;L;;;VRAI;FAUX;;FAUX;;Garwood2009;5355047;Machaerium polyphyllum (Poir.) Benth.;EXACT;ACCEPTED;;5355047;Machaerium polyphyllum (Poir.) Benth.;EXACT;ACCEPTED;
Machaerium salvadorense;Machaerium salvadorense;ForestGeo;(Donn. Sm.) Rudd;machsa;;(Donn.Sm.) Rudd;Machaerium × salvadorense;2366463;148607-2;Accepted;1;Machaerium salvadorense;Machaerium salvadorense;Fabaceae;(Donn.Sm.) Rudd;2366463;148607-2;148607-2;scrambling tree;Machaerium salvadorense;Machaerium riparium Brandegee sensu Croat (1978);L;;;VRAI;FAUX;Machaerium riparium;VRAI;Climbing;Garwood2009;5354919;Machaerium × salvadorense (Donn.Sm.) Rudd;EXACT;ACCEPTED;;5354919;Machaerium × salvadorense (Donn.Sm.) Rudd;EXACT;ACCEPTED;
Machaerium seemannii;Machaerium seemannii;ForestGeo;Benth. ex Seem.;machse;MACS;Benth. ex Seem.;Machaerium seemannii;2366503;505582-1;Accepted;1;Machaerium seemannii;Machaerium seemannii;Fabaceae;Benth. ex Seem.;2366503;505582-1;505582-1;scrambling shrub;Machaerium seemannii;;L;;;VRAI;FAUX;Machaerium seemannii;VRAI;Climbing;Garwood2009;5355162;Machaerium seemannii Benth. ex Seem.;EXACT;ACCEPTED;;5355162;Machaerium seemannii Benth. ex Seem.;EXACT;ACCEPTED;
Maclura tinctoria;Maclura tinctoria;ForestGeo;(L.) D. Don ex Steud.;maclti;MACT;(L.) D.Don ex G.Don;Maclura tinctoria;2501253;1151750-2;Accepted;1;Maclura tinctoria;Maclura tinctoria;Moraceae;(L.) D.Don ex G.Don;2501253;1151750-2;1151750-2;tree;Maclura tinctoria subsp. tinctoria;Chlorophora tinctoria (L.) Gaudich. ex Benth.;T;;bci50ha, Pearson;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;12340747;Maclura tinctoria (L.) D.Don ex G.Don;EXACT;SYNONYM;Maclura tinctoria (L.) D.Don ex Steud.;12340747;Maclura tinctoria (L.) D.Don ex G.Don;EXACT;SYNONYM;Maclura tinctoria (L.) D.Don ex Steud.
Macrocnemum roseum;Macrocnemum roseum;ForestGeo;(Ruiz & Pav.) Wedd.;macrgl;MACG;(Ruiz & Pav.) Wedd.;Macrocnemum roseum;117033;755513-1;Accepted;1;Macrocnemum roseum;Macrocnemum roseum;Rubiaceae;(Ruiz & Pav.) Wedd.;117033;755513-1;755513-1;shrub or tree;Macrocnemum roseum;Macrocnenum glabrescens (Benth.) Wedd.;M;;bci50ha, bci10ha, bci25ha, P11, Zetek, AVA, Drayton, Pearson, P13, P18;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2895641;Macrocnemum roseum (Ruiz & Pav.) Wedd.;EXACT;ACCEPTED;;2895641;Macrocnemum roseum (Ruiz & Pav.) Wedd.;EXACT;ACCEPTED;
Macropsychanthus comosus;Macropsychanthus comosus;ForestGeo;(G.Mey.) L.P. Queiroz & Snak;diocre;DIOR;(G.Mey.) L.P.Queiroz & Snak;Macropsychanthus comosus;3245298;77212307-1;Accepted;1;Macropsychanthus comosus;Macropsychanthus comosus;Fabaceae;(G.Mey.) L.P.Queiroz & Snak;3245298;77212307-1;77212307-1;climber;Dioclea reflexa;;L;;;VRAI;FAUX;Macropsychanthus comosus;VRAI;Climbing;Garwood2009;10954319;Macropsychanthus comosus (G.Mey.) L.P.Queiroz & Snak;EXACT;ACCEPTED;;10954319;Macropsychanthus comosus (G.Mey.) L.P.Queiroz & Snak;EXACT;ACCEPTED;
Macropsychanthus wilsonii;Macropsychanthus wilsonii;ForestGeo;(Standl.) L.P. Queiroz & Snak;diocwi;DIOW;(Standl.) L.P.Queiroz & Snak;Macropsychanthus wilsonii;3245233;77212335-1;Accepted;1;Macropsychanthus wilsonii;Macropsychanthus wilsonii;Fabaceae;(Standl.) L.P.Queiroz & Snak;3245233;77212335-1;77212335-1;climber;Dioclea wilsonii;;L;;;VRAI;FAUX;Macropsychanthus wilsonii;VRAI;Climbing;Garwood2009;10990808;Macropsychanthus wilsonii (Standl.) L.P.Queiroz & Snak;EXACT;ACCEPTED;;10990808;Macropsychanthus wilsonii (Standl.) L.P.Queiroz & Snak;EXACT;ACCEPTED;
Macroscepis hirsuta;Macroscepis hirsuta;ForestGeo;(Vahl) Schltr.;matehi;;(Vahl) Schltr.;Macroscepis hirsuta;507851;149100-2;Accepted;1;Macroscepis hirsuta;Macroscepis hirsuta;Apocynaceae;(Vahl) Schltr.;507851;149100-2;149100-2;climber;Macroscepis hirsuta;"Matelea trianae (Decne. ex Triana) Spellman; Matalea trianae, orth. var. (Croat 1978)";V;;;VRAI;FAUX;;VRAI;Climbing;Garwood2009;3579340;Macroscepis hirsuta (Vahl) Schltr.;EXACT;ACCEPTED;;3579340;Macroscepis hirsuta (Vahl) Schltr.;EXACT;ACCEPTED;
Macrothelypteris torresiana;Macrothelypteris torresiana;Garwood2009;(Gaudich.) Ching;;;(Gaudich.) Ching;Macrothelypteris torresiana;3148089;1019960-2;Accepted;1;Macrothelypteris torresiana;Macrothelypteris torresiana;Aspleniaceae;(Gaudich.) Ching;3148089;1019960-2;1019960-2;perennial;Macrothelypteris torresiana;Thelypteris torresiana (Gaudich.) Alston;H;;;VRAI;FAUX;;FAUX;;Garwood2009;8846035;Macrothelypteris torresiana (Gaudich.) Ching;EXACT;ACCEPTED;;8846035;Macrothelypteris torresiana (Gaudich.) Ching;EXACT;ACCEPTED;
Malouetia guatemalensis;Malouetia guatemalensis;ForestGeo;(Müll. Arg.) Standl.;malogu;MALG;(Müll.Arg.) Standl.;Malouetia guatemalensis;119159;149967-2;Accepted;1;Malouetia guatemalensis;Malouetia guatemalensis;Apocynaceae;(Müll.Arg.) Standl.;119159;149967-2;149967-2;tree;Malouetia guatemalensis;;U;;gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3619989;Malouetia guatemalensis (Müll.Arg.) Standl.;EXACT;ACCEPTED;;3619989;Malouetia guatemalensis (Müll.Arg.) Standl.;EXACT;ACCEPTED;
Malpighia romeroana;Malpighia romeroana;ForestGeo;Cuatrec.;malpro;MALR;Cuatrec.;Malpighia romeroana;2504292;150066-2;Accepted;1;Malpighia romeroana;Malpighia romeroana;Malpighiaceae;Cuatrec.;2504292;150066-2;150066-2;shrub or tree;Malpighia romeroana;;S;;bci50ha;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;7285434;Malpighia romeroana Cuatrec.;EXACT;ACCEPTED;;7285434;Malpighia romeroana Cuatrec.;EXACT;ACCEPTED;
Mammea americana;Mammea americana;ForestGeo;L.;mammam;;L.;Mammea americana;2369960;428743-1;Accepted;1;Mammea americana;Mammea americana;Calophyllaceae;L.;2369960;428743-1;428743-1;tree;Mammea americana;;M;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3189421;Mammea americana L.;EXACT;ACCEPTED;;3189421;Mammea americana L.;EXACT;ACCEPTED;
Mandevilla villosa;Mandevilla villosa;ForestGeo;(Miers) Woodson;mandvi;MANV;(Miers) Woodson;Mandevilla villosa;119401;152100-2;Accepted;1;Mandevilla villosa;Mandevilla villosa;Apocynaceae;(Miers) Woodson;119401;152100-2;152100-2;climber;Mandevilla villosa;(Including Mandevilla subsagittata (Ruiz & Pav.) Woodson sensu Croat (1978);V;;;VRAI;FAUX;;VRAI;Climbing;Garwood2009;3615169;Mandevilla villosa (Miers) Woodson;EXACT;ACCEPTED;;3615169;Mandevilla villosa (Miers) Woodson;EXACT;ACCEPTED;
Manettia reclinata;Manettia reclinata;Garwood2009;L.;;;L.;Manettia reclinata;119571;755756-1;Accepted;1;Manettia reclinata;Manettia reclinata;Rubiaceae;L.;119571;755756-1;755756-1;climbing shrub;Manettia reclinata;;Vw;;;VRAI;FAUX;;FAUX;;Garwood2009;5338365;Manettia reclinata L.;EXACT;ACCEPTED;;5338365;Manettia reclinata L.;EXACT;ACCEPTED;
Mangifera indica;Mangifera indica;ForestGeo;L.;mangin;MANI;L.;Mangifera indica;2362842;69913-1;Accepted;1;Mangifera indica;Mangifera indica;Anacardiaceae;L.;2362842;69913-1;69913-1;tree;Mangifera indica;;U;;bci25ha, Pearson, P13;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3190638;Mangifera indica L.;EXACT;ACCEPTED;;3190638;Mangifera indica L.;EXACT;ACCEPTED;
Manihot esculenta;Manihot esculenta;ForestGeo;Crantz;man1es;;Crantz;Manihot esculenta;119804;351790-1;Accepted;1;Manihot esculenta;Manihot esculenta;Euphorbiaceae;Crantz;119804;351790-1;351790-1;tuberous shrub or tree;Manihot esculenta subsp. esculenta;;S;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3060998;Manihot esculenta Crantz;EXACT;ACCEPTED;;3060998;Manihot esculenta Crantz;EXACT;ACCEPTED;
Manilkara zapota;Manilkara zapota;ForestGeo;(L.) P. Royen;maniza;;(L.) P.Royen;Manilkara zapota;120271;152641-2;Accepted;1;Manilkara zapota;Manilkara zapota;Sapotaceae;(L.) P.Royen;120271;152641-2;152641-2;tree;Manilkara zapota;;;;;FAUX;VRAI;;VRAI;Freestanding;Garwood2009;2885158;Manilkara zapota (L.) P.Royen;EXACT;ACCEPTED;;2885158;Manilkara zapota (L.) P.Royen;EXACT;ACCEPTED;
Mansoa verrucifera;Mansoa verrucifera;ForestGeo;(Schltdl.) A.H. Gentry;mansve;ONOV;(Schltdl.) A.H.Gentry;Mansoa verrucifera;317614;152688-2;Accepted;1;Mansoa verrucifera;Mansoa verrucifera;Bignoniaceae;(Schltdl.) A.H.Gentry;317614;152688-2;152688-2;liana;Mansoa verrucifera;Onohualcoa verrucifera (Schltdl.) A.H. Gentry;L;;;VRAI;FAUX;Mansoa verrucifera;VRAI;Climbing;Garwood2009;4094246;Mansoa verrucifera (Schltdl.) A.H.Gentry;EXACT;ACCEPTED;;4094246;Mansoa verrucifera (Schltdl.) A.H.Gentry;EXACT;ACCEPTED;
Maquira guianensis;Maquira guianensis;ForestGeo;Aubl.;maquco;MAQC;Aubl.;Maquira guianensis;2501266;854491-1;Accepted;1;Maquira guianensis;Maquira guianensis;Moraceae;Aubl.;2501266;854491-1;854491-1;tree;Maquira guianensis subsp. costaricana;Maquira costaricana (Standl.) C. C. Berg;M;;bci50ha, bci25ha, P14, P11, Pearson, P12, P13, P18, gigante1, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3763686;Maquira guianensis Aubl.;EXACT;ACCEPTED;;3763686;Maquira guianensis Aubl.;EXACT;ACCEPTED;
Maranthes panamensis;Maranthes panamensis;ForestGeo;(Standl.) Prance & F. White;marapa;MAR1;(Standl.) Prance & F.White;Maranthes panamensis;354736;280419-2;Accepted;1;Maranthes panamensis;Maranthes panamensis;Chrysobalanaceae;(Standl.) Prance & F.White;354736;280419-2;280419-2;tree;Maranthes panamensis;;;;;FAUX;VRAI;;VRAI;Freestanding;Garwood2009;2984748;Maranthes panamensis (Standl.) Prance & F.White;EXACT;ACCEPTED;;2984748;Maranthes panamensis (Standl.) Prance & F.White;EXACT;ACCEPTED;
Marcgravia nepenthoides;Marcgravia nepenthoides;ForestGeo;Seem.;marcne;MAR3;Seem.;Marcgravia nepenthoides;2506041;829070-1;Accepted;1;Marcgravia nepenthoides;Marcgravia nepenthoides;Marcgraviaceae;Seem.;2506041;829070-1;829070-1;climbing epiphyte;Marcgravia nepenthoides;;L;Marcgravia nepenthoides;;VRAI;FAUX;;VRAI;Climbing;Zotz;5614666;Marcgravia nepenthoides Seem.;EXACT;ACCEPTED;;5614666;Marcgravia nepenthoides Seem.;EXACT;ACCEPTED;
